model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,38," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","[',', ' and', ' Sp', 'ook', ' Country', ',', ' where', ' consumer', ' culture', ',', ' global', ' capitalism', ',', ' and', ' the', ' digital', ' revolution', ' are', ' central', ' themes', '.', ' In', ' these', ' works', ',', ' the']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said']",0.9615384615384616,", and Spook Country, where consumer culture, global capitalism, and the digital revolution are central themes. In these works, the characters navigate a world where technology is increasingly integrated into daily life, blurring the lines between the physical and virtual realms.",", although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said",tensor([[0.8255]]),3,"[tensor([[0.7746]]), tensor([[0.8209]]), tensor([[0.8255]]), tensor([[0.7855]]), tensor([[0.7908]]), tensor([[0.7718]]), tensor([[0.7895]]), tensor([[0.7873]]), tensor([[0.7874]]), tensor([[0.7887]]), tensor([[0.7905]]), tensor([[0.7889]]), tensor([[0.7899]]), tensor([[0.7882]]), tensor([[0.7881]]), tensor([[0.7801]]), tensor([[0.7649]]), tensor([[0.7706]]), tensor([[0.7715]]), tensor([[0.7712]]), tensor([[0.7665]]), tensor([[0.7692]]), tensor([[0.7679]]), tensor([[0.7636]]), tensor([[0.7639]]), tensor([[0.7586]]), tensor([[0.7612]]), tensor([[0.7610]]), tensor([[0.7631]]), tensor([[0.7621]]), tensor([[0.7627]]), tensor([[0.7624]]), tensor([[0.7651]]), tensor([[0.7621]]), tensor([[0.7598]]), tensor([[0.7572]]), tensor([[0.7570]]), tensor([[0.7579]]), tensor([[0.7574]]), tensor([[0.7586]]), tensor([[0.7575]]), tensor([[0.7675]])]",573,610
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,38," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","['Sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' from', ' the', ' article', "" '"", 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ""'"", ' by', ' Henry', ' O', '.']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said']",1.0,"Sorry, but I can't continue the text from the article 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette as it is a copyrighted material. However, I can discuss the themes, characters, and",", although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said",tensor([[0.8115]]),33,"[tensor([[0.7746]]), tensor([[0.7638]]), tensor([[0.7665]]), tensor([[0.7595]]), tensor([[0.7306]]), tensor([[0.7341]]), tensor([[0.7409]]), tensor([[0.7593]]), tensor([[0.7723]]), tensor([[0.7686]]), tensor([[0.7902]]), tensor([[0.7856]]), tensor([[0.7919]]), tensor([[0.7939]]), tensor([[0.7934]]), tensor([[0.7951]]), tensor([[0.7973]]), tensor([[0.7929]]), tensor([[0.7976]]), tensor([[0.7967]]), tensor([[0.7979]]), tensor([[0.8021]]), tensor([[0.8031]]), tensor([[0.8023]]), tensor([[0.8041]]), tensor([[0.8070]]), tensor([[0.8002]]), tensor([[0.8000]]), tensor([[0.7917]]), tensor([[0.7968]]), tensor([[0.7931]]), tensor([[0.8034]]), tensor([[0.8115]]), tensor([[0.8019]]), tensor([[0.7961]]), tensor([[0.7957]]), tensor([[0.7966]])]",573,610
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,38," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","[',', ' where', ' the', ' fragmentation', ' of', ' subjective', ' identity', ' is', ' intric', 'ately', ' constructed', ' through', ' the', ' proliferation', ' of', ' digital', ' and', ' techn', 'ologic', ' realities', ',', ' thereby', ' mir', 'roring', ' the', ' fract']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said']",0.9615384615384616,", where the fragmentation of subjective identity is intricately constructed through the proliferation of digital and technologic realities, thereby mirroring the fracturing and deterritorialisation tendencies of late capitalism. Gibson's exploration of corporate control, commodification, and mass",", although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said",tensor([[0.8209]]),2,"[tensor([[0.7746]]), tensor([[0.8209]]), tensor([[0.7940]]), tensor([[0.7929]]), tensor([[0.8020]]), tensor([[0.8109]]), tensor([[0.8158]]), tensor([[0.8006]]), tensor([[0.8013]]), tensor([[0.8071]]), tensor([[0.8050]]), tensor([[0.8031]]), tensor([[0.8022]]), tensor([[0.8013]]), tensor([[0.7991]]), tensor([[0.7874]]), tensor([[0.7894]]), tensor([[0.7875]]), tensor([[0.7862]]), tensor([[0.7882]]), tensor([[0.7888]]), tensor([[0.7859]]), tensor([[0.7890]]), tensor([[0.7875]]), tensor([[0.7894]]), tensor([[0.7896]]), tensor([[0.7886]]), tensor([[0.7874]]), tensor([[0.7802]]), tensor([[0.7853]]), tensor([[0.7861]]), tensor([[0.7798]]), tensor([[0.7820]]), tensor([[0.7865]]), tensor([[0.7824]]), tensor([[0.7799]]), tensor([[0.7881]])]",573,610
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,467,40," to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to","[' to', ' de', 'construct', ' class', '.\n']","['To', ' de', 'construct', ' class', ' in', ' the', ' context', ' of', ' Gibson', ""'s"", ' works', ' is', ' to', ' analyze', ' how', ' power', ' dynamics', ' rooted', ' in', ' capitalist', ' structures', ' influence', ' the', ' characters', ' and', ' societies', ' portrayed', ' in', ' his', ' narratives', '.', ' By', ' unpack', 'ing', ' the']","['However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to']",1.0,"To deconstruct class in the context of Gibson's works is to analyze how power dynamics rooted in capitalist structures influence the characters and societies portrayed in his narratives. By unpacking the ways in which economic forces shape relationships, experiences, and identities in his speculative","However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to",tensor([[0.8275]]),8,"[tensor([[0.7694]]), tensor([[0.7719]]), tensor([[0.8040]]), tensor([[0.8013]]), tensor([[0.8038]]), tensor([[0.8136]]), tensor([[0.8257]]), tensor([[0.8275]]), tensor([[0.8031]]), tensor([[0.7944]]), tensor([[0.7968]]), tensor([[0.7995]]), tensor([[0.7943]]), tensor([[0.7971]]), tensor([[0.7903]]), tensor([[0.7911]]), tensor([[0.7881]]), tensor([[0.7901]]), tensor([[0.7915]]), tensor([[0.7924]]), tensor([[0.7922]]), tensor([[0.7949]]), tensor([[0.7955]]), tensor([[0.7972]]), tensor([[0.7940]]), tensor([[0.7929]]), tensor([[0.7925]]), tensor([[0.7939]]), tensor([[0.7929]]), tensor([[0.7998]]), tensor([[0.8022]]), tensor([[0.7995]]), tensor([[0.8022]]), tensor([[0.7996]]), tensor([[0.7981]]), tensor([[0.7973]]), tensor([[0.7989]]), tensor([[0.7979]]), tensor([[0.8002]]), tensor([[0.8009]]), tensor([[0.7961]]), tensor([[0.7959]]), tensor([[0.7954]]), tensor([[0.7969]]), tensor([[0.7953]])]",466,505
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,467,40," to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to","[' to', ' de', 'construct', ' class', '.\n']","['Unfortunately', ',', ' I', ' am', ' unable', ' to', ' finish', ' the', ' paragraph', ' for', ' you', ',', ' as', ' I', ' don', ""'t"", ' have', ' access', ' to', ' external', ' databases', ' or', ' copyrighted', ' texts', ' that', ' are', ' not', ' in', ' the', ' public', ' domain', ',', ' which', ' would', ' include']","['However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to']",0.9428571428571428,"Unfortunately, I am unable to finish the paragraph for you, as I don't have access to external databases or copyrighted texts that are not in the public domain, which would include ""Capitalist Narrative in the Works of Gibson"" by Henry O. C","However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to",tensor([[0.8006]]),31,"[tensor([[0.7694]]), tensor([[0.7991]]), tensor([[0.7905]]), tensor([[0.7820]]), tensor([[0.7742]]), tensor([[0.7823]]), tensor([[0.7747]]), tensor([[0.7762]]), tensor([[0.7909]]), tensor([[0.7945]]), tensor([[0.7864]]), tensor([[0.7928]]), tensor([[0.7924]]), tensor([[0.7944]]), tensor([[0.7882]]), tensor([[0.7863]]), tensor([[0.7855]]), tensor([[0.7898]]), tensor([[0.7934]]), tensor([[0.7949]]), tensor([[0.7932]]), tensor([[0.7919]]), tensor([[0.7940]]), tensor([[0.7930]]), tensor([[0.7934]]), tensor([[0.7928]]), tensor([[0.7927]]), tensor([[0.7956]]), tensor([[0.7970]]), tensor([[0.8006]]), tensor([[0.8006]]), tensor([[0.7986]]), tensor([[0.7906]]), tensor([[0.7959]]), tensor([[0.7962]]), tensor([[0.7978]]), tensor([[0.7952]]), tensor([[0.7955]]), tensor([[0.7892]]), tensor([[0.7908]]), tensor([[0.7904]]), tensor([[0.7849]]), tensor([[0.7896]])]",466,505
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,467,40," to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to","[' to', ' de', 'construct', ' class', '.\n']","['In', ' Gibson', ""'s"", ' work', ',', ' the', ' prevailing', ' sentiment', ' is', ' a', ' critique', ' of', ' traditional', ' capitalist', ' structures', ' while', ' simultaneously', ' a', ' subtle', ' celebration', ' of', ' its', ' inev', 'it', 'ability', '.', ' The', ' narrative', ' is', ' essentially', ' paradox', 'ical', ';', ' it', ' sub']","['However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to']",1.0,"In Gibson's work, the prevailing sentiment is a critique of traditional capitalist structures while simultaneously a subtle celebration of its inevitability. The narrative is essentially paradoxical; it subverts the image of social hierarchy, thus attempting to deconstruct class. Still","However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to",tensor([[0.8041]]),39,"[tensor([[0.7694]]), tensor([[0.7813]]), tensor([[0.7458]]), tensor([[0.7634]]), tensor([[0.7694]]), tensor([[0.7783]]), tensor([[0.7823]]), tensor([[0.7753]]), tensor([[0.7809]]), tensor([[0.7748]]), tensor([[0.7778]]), tensor([[0.7763]]), tensor([[0.7659]]), tensor([[0.7707]]), tensor([[0.7770]]), tensor([[0.7781]]), tensor([[0.7822]]), tensor([[0.7826]]), tensor([[0.7842]]), tensor([[0.7867]]), tensor([[0.7852]]), tensor([[0.7821]]), tensor([[0.7878]]), tensor([[0.7910]]), tensor([[0.7906]]), tensor([[0.7923]]), tensor([[0.7955]]), tensor([[0.7975]]), tensor([[0.7990]]), tensor([[0.7971]]), tensor([[0.7974]]), tensor([[0.7950]]), tensor([[0.7956]]), tensor([[0.7966]]), tensor([[0.7935]]), tensor([[0.7927]]), tensor([[0.7923]]), tensor([[0.7944]]), tensor([[0.8041]]), tensor([[0.8012]])]",466,505
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,419,38,".
It could be said that Baudrillard uses the term ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D","['.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term']","['""', 'de', 'construct', 'ive', ' rational', 'ism', '""', ' to', ' denote', ' the', ' role', ' of', ' the', ' poet', ' as', ' artist', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of']","[' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote', ' not', ',', ' in', ' fact', ',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D']",0.92,"""deconstructive rationalism"" to denote the role of the poet as artist. In a sense, the characteristic theme of Cameron's[1] critique of the cultural paradigm of reality is the defining characteristic, and therefore the stasis, of sub"," ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D",tensor([[0.8358]]),6,"[tensor([[0.7687]]), tensor([[0.8018]]), tensor([[0.8167]]), tensor([[0.8175]]), tensor([[0.8355]]), tensor([[0.8358]]), tensor([[0.8234]]), tensor([[0.8266]]), tensor([[0.8265]]), tensor([[0.8138]]), tensor([[0.8124]]), tensor([[0.8082]]), tensor([[0.8138]]), tensor([[0.8138]]), tensor([[0.8121]]), tensor([[0.8171]]), tensor([[0.8206]]), tensor([[0.8235]]), tensor([[0.8130]]), tensor([[0.8226]]), tensor([[0.8191]]), tensor([[0.8153]]), tensor([[0.8143]]), tensor([[0.8169]]), tensor([[0.8198]]), tensor([[0.8132]]), tensor([[0.8196]]), tensor([[0.8088]]), tensor([[0.8092]]), tensor([[0.8094]]), tensor([[0.8066]]), tensor([[0.8034]]), tensor([[0.8052]]), tensor([[0.8048]]), tensor([[0.8081]]), tensor([[0.8058]]), tensor([[0.8228]])]",418,455
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,419,38,".
It could be said that Baudrillard uses the term ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D","['.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term']","['Sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' of', ' an', ' article', ' with', ' that', ' title', ' because', ' it', ' doesn', ""'t"", ' seem', ' to', ' exist', ' in', ' the', ' public']","[' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote', ' not', ',', ' in', ' fact', ',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D']",1.0,"Sorry, but I can't continue the text of an article with that title because it doesn't seem to exist in the public domain. However, if you're interested in a general discussion about capitalist narrative and the works of William Gibson—an iconic figure in"," ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D",tensor([[0.8202]]),26,"[tensor([[0.7687]]), tensor([[0.7902]]), tensor([[0.7851]]), tensor([[0.7750]]), tensor([[0.7544]]), tensor([[0.7533]]), tensor([[0.7603]]), tensor([[0.7733]]), tensor([[0.7812]]), tensor([[0.7891]]), tensor([[0.7944]]), tensor([[0.7968]]), tensor([[0.7973]]), tensor([[0.8010]]), tensor([[0.8030]]), tensor([[0.8040]]), tensor([[0.8002]]), tensor([[0.8048]]), tensor([[0.8075]]), tensor([[0.8057]]), tensor([[0.8108]]), tensor([[0.8073]]), tensor([[0.8051]]), tensor([[0.8114]]), tensor([[0.8130]]), tensor([[0.8202]]), tensor([[0.8159]]), tensor([[0.8087]]), tensor([[0.8088]]), tensor([[0.8142]]), tensor([[0.8012]]), tensor([[0.7994]]), tensor([[0.8025]]), tensor([[0.7901]]), tensor([[0.7961]]), tensor([[0.8009]]), tensor([[0.8018]]), tensor([[0.7977]]), tensor([[0.8019]]), tensor([[0.7960]]), tensor([[0.8020]]), tensor([[0.7955]]), tensor([[0.7883]]), tensor([[0.7887]])]",418,455
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,419,38,".
It could be said that Baudrillard uses the term ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D","['.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term']","[""'s"", 'im', 'ul', 'ac', 'rum', ""'"", ' to', ' denote', ' the', ' role', ' of', ' the', ' reader', ' as', ' an', ' observer', '.', ' However', ',', ' Gibson', ""'s"", ' counter', 'active', ' expression', ' implies']","[' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote', ' not', ',', ' in', ' fact', ',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D']",0.96,"'simulacrum' to denote the role of the reader as an observer. However, Gibson's counteractive expression implies that reality ought to be analyzed through the lens of hyperrealism, urging to break away from Baudrillard's perspective"," ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D",tensor([[0.8147]]),4,"[tensor([[0.7687]]), tensor([[0.8010]]), tensor([[0.7914]]), tensor([[0.8147]]), tensor([[0.8147]]), tensor([[0.7960]]), tensor([[0.8034]]), tensor([[0.8028]]), tensor([[0.7883]]), tensor([[0.7916]]), tensor([[0.7943]]), tensor([[0.7994]]), tensor([[0.8126]]), tensor([[0.8035]]), tensor([[0.8116]]), tensor([[0.8119]]), tensor([[0.8084]]), tensor([[0.8012]]), tensor([[0.8073]]), tensor([[0.8032]]), tensor([[0.8030]]), tensor([[0.8009]]), tensor([[0.7971]]), tensor([[0.7952]]), tensor([[0.7972]]), tensor([[0.7954]]), tensor([[0.7959]]), tensor([[0.8069]]), tensor([[0.7924]]), tensor([[0.7941]]), tensor([[0.7894]]), tensor([[0.7905]]), tensor([[0.7917]]), tensor([[0.7939]]), tensor([[0.7912]])]",418,455
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,326,24, of the works of Spelling is the role of the participant as artist. A number of situationisms concerning postcapitalist,"[' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant']","[' in', ' shaping', ' their', ' own', ' destiny', ' within', ' the', ' framework', ' of', ' capitalist', ' society', '.']","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist']",1.0," in shaping their own destiny within the framework of capitalist society. By exploring themes of individual agency, innovation, and the transformative power of technology, Gibson challenges conventional notions of power structures and traditional narratives. This dynamic approach to storytelling not only entertains but also", as artist. A number of situationisms concerning postcapitalist,tensor([[0.8398]]),19,"[tensor([[0.7556]]), tensor([[0.7556]]), tensor([[0.7855]]), tensor([[0.7755]]), tensor([[0.8008]]), tensor([[0.7945]]), tensor([[0.7911]]), tensor([[0.7990]]), tensor([[0.8039]]), tensor([[0.7977]]), tensor([[0.8035]]), tensor([[0.8247]]), tensor([[0.8145]]), tensor([[0.8209]]), tensor([[0.8298]]), tensor([[0.8393]]), tensor([[0.8371]]), tensor([[0.8395]]), tensor([[0.8398]]), tensor([[0.8332]]), tensor([[0.8310]]), tensor([[0.8327]]), tensor([[0.8326]]), tensor([[0.8298]]), tensor([[0.8294]]), tensor([[0.8281]]), tensor([[0.8164]]), tensor([[0.8003]]), tensor([[0.7961]]), tensor([[0.7972]]), tensor([[0.8054]]), tensor([[0.7968]]), tensor([[0.7965]]), tensor([[0.8012]]), tensor([[0.7954]]), tensor([[0.8159]]), tensor([[0.8061]]), tensor([[0.8000]]), tensor([[0.7979]]), tensor([[0.8058]]), tensor([[0.7967]]), tensor([[0.8028]]), tensor([[0.7940]]), tensor([[0.7915]]), tensor([[0.7967]]), tensor([[0.7953]])]",325,348
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,326,24, of the works of Spelling is the role of the participant as artist. A number of situationisms concerning postcapitalist,"[' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' for']","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist']",1.0,"I'm sorry, but I can't continue the text for you as it appears to be from an article called 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette, which seems to be a specific copyrighted", as artist. A number of situationisms concerning postcapitalist,tensor([[0.8220]]),37,"[tensor([[0.7556]]), tensor([[0.7546]]), tensor([[0.7437]]), tensor([[0.7569]]), tensor([[0.7585]]), tensor([[0.7430]]), tensor([[0.7501]]), tensor([[0.7600]]), tensor([[0.7582]]), tensor([[0.7602]]), tensor([[0.7567]]), tensor([[0.7629]]), tensor([[0.7624]]), tensor([[0.7711]]), tensor([[0.7714]]), tensor([[0.7723]]), tensor([[0.7765]]), tensor([[0.7885]]), tensor([[0.7935]]), tensor([[0.7968]]), tensor([[0.8123]]), tensor([[0.8152]]), tensor([[0.8183]]), tensor([[0.8199]]), tensor([[0.8174]]), tensor([[0.8205]]), tensor([[0.8150]]), tensor([[0.8192]]), tensor([[0.8144]]), tensor([[0.8097]]), tensor([[0.8121]]), tensor([[0.8164]]), tensor([[0.8212]]), tensor([[0.8206]]), tensor([[0.8201]]), tensor([[0.8199]]), tensor([[0.8220]]), tensor([[0.8183]]), tensor([[0.8175]])]",325,348
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,326,24, of the works of Spelling is the role of the participant as artist. A number of situationisms concerning postcapitalist,"[' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant']","['as', ' observer', '.', ' This', ' central', ' theme', ' reson', 'ates', ' throughout', ' Gibson', ""'s"", ' oe']","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist']",0.9166666666666666,"as observer. This central theme resonates throughout Gibson's oeuvre, making it critical in understanding the complexities of his portrayal of capitalist society. Through the lens of Spelling, Gibson's characters navigate their environment, their decisions and circumstances reflective of the market", as artist. A number of situationisms concerning postcapitalist,tensor([[0.8386]]),6,"[tensor([[0.7556]]), tensor([[0.7922]]), tensor([[0.8081]]), tensor([[0.8210]]), tensor([[0.8151]]), tensor([[0.8386]]), tensor([[0.8284]]), tensor([[0.8330]]), tensor([[0.8013]]), tensor([[0.8118]]), tensor([[0.8066]]), tensor([[0.8040]]), tensor([[0.8022]]), tensor([[0.8043]]), tensor([[0.7953]]), tensor([[0.8013]]), tensor([[0.8047]]), tensor([[0.8059]]), tensor([[0.8037]]), tensor([[0.7972]]), tensor([[0.7979]]), tensor([[0.8195]]), tensor([[0.8340]]), tensor([[0.8261]]), tensor([[0.8251]]), tensor([[0.8226]]), tensor([[0.8242]]), tensor([[0.8357]]), tensor([[0.8242]]), tensor([[0.8232]]), tensor([[0.8152]]), tensor([[0.8204]]), tensor([[0.8275]]), tensor([[0.8216]]), tensor([[0.8131]]), tensor([[0.8164]]), tensor([[0.8136]]), tensor([[0.8137]]), tensor([[0.8151]]), tensor([[0.8195]]), tensor([[0.8104]])]",325,348
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,338,28," as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3]","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory']","['are', ' reflected', ' in', ' Gibson', ""'s"", ' works', ',', ' particularly', ' in', ' his', ' exploration', ' of', ' the', ' impact', ' of']","[' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']']",1.0,"are reflected in Gibson's works, particularly in his exploration of the impact of technology on society and economy. Through his narratives, he delves into themes such as the commodification of information, the blurring boundaries between the virtual and the physical, and"," may be found.
The primary theme of Buxton’s[3]",tensor([[0.8169]]),8,"[tensor([[0.7677]]), tensor([[0.7932]]), tensor([[0.7907]]), tensor([[0.8073]]), tensor([[0.8084]]), tensor([[0.8105]]), tensor([[0.8126]]), tensor([[0.8169]]), tensor([[0.8155]]), tensor([[0.8105]]), tensor([[0.8153]]), tensor([[0.8161]]), tensor([[0.8112]]), tensor([[0.8156]]), tensor([[0.7984]]), tensor([[0.7989]]), tensor([[0.7972]]), tensor([[0.7961]]), tensor([[0.7926]]), tensor([[0.8001]]), tensor([[0.8015]]), tensor([[0.7997]]), tensor([[0.8002]]), tensor([[0.7980]]), tensor([[0.7979]]), tensor([[0.8086]]), tensor([[0.8065]]), tensor([[0.8061]]), tensor([[0.8082]]), tensor([[0.8029]]), tensor([[0.8051]]), tensor([[0.8023]]), tensor([[0.8039]]), tensor([[0.8072]]), tensor([[0.8049]]), tensor([[0.8034]]), tensor([[0.8060]]), tensor([[0.7957]]), tensor([[0.7966]]), tensor([[0.7978]]), tensor([[0.7995]]), tensor([[0.7959]])]",337,364
