,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
302,438,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,467,40," to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to","[' to', ' de', 'construct', ' class', '.\n']","['In', ' Gibson', ""'s"", ' work', ',', ' the', ' prevailing', ' sentiment', ' is', ' a', ' critique', ' of', ' traditional', ' capitalist', ' structures', ' while', ' simultaneously', ' a', ' subtle', ' celebration', ' of', ' its', ' inev', 'it', 'ability', '.', ' The', ' narrative', ' is', ' essentially', ' paradox', 'ical', ';', ' it', ' sub']","['However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to']",1.0,"In Gibson's work, the prevailing sentiment is a critique of traditional capitalist structures while simultaneously a subtle celebration of its inevitability. The narrative is essentially paradoxical; it subverts the image of social hierarchy, thus attempting to deconstruct class. Still","However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to",tensor([[0.8041]]),39,"[tensor([[0.7694]]), tensor([[0.7813]]), tensor([[0.7458]]), tensor([[0.7634]]), tensor([[0.7694]]), tensor([[0.7783]]), tensor([[0.7823]]), tensor([[0.7753]]), tensor([[0.7809]]), tensor([[0.7748]]), tensor([[0.7778]]), tensor([[0.7763]]), tensor([[0.7659]]), tensor([[0.7707]]), tensor([[0.7770]]), tensor([[0.7781]]), tensor([[0.7822]]), tensor([[0.7826]]), tensor([[0.7842]]), tensor([[0.7867]]), tensor([[0.7852]]), tensor([[0.7821]]), tensor([[0.7878]]), tensor([[0.7910]]), tensor([[0.7906]]), tensor([[0.7923]]), tensor([[0.7955]]), tensor([[0.7975]]), tensor([[0.7990]]), tensor([[0.7971]]), tensor([[0.7974]]), tensor([[0.7950]]), tensor([[0.7956]]), tensor([[0.7966]]), tensor([[0.7935]]), tensor([[0.7927]]), tensor([[0.7923]]), tensor([[0.7944]]), tensor([[0.8041]]), tensor([[0.8012]])]",466,505,0.3033088235294117
304,441,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,419,38,".
It could be said that Baudrillard uses the term ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D","['.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term']","[""'s"", 'im', 'ul', 'ac', 'rum', ""'"", ' to', ' denote', ' the', ' role', ' of', ' the', ' reader', ' as', ' an', ' observer', '.', ' However', ',', ' Gibson', ""'s"", ' counter', 'active', ' expression', ' implies']","[' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote', ' not', ',', ' in', ' fact', ',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D']",0.96,"'simulacrum' to denote the role of the reader as an observer. However, Gibson's counteractive expression implies that reality ought to be analyzed through the lens of hyperrealism, urging to break away from Baudrillard's perspective"," ‘Sontagist camp’ to denote not, in fact, dematerialism, but subdematerialism. D",tensor([[0.8147]]),4,"[tensor([[0.7687]]), tensor([[0.8010]]), tensor([[0.7914]]), tensor([[0.8147]]), tensor([[0.8147]]), tensor([[0.7960]]), tensor([[0.8034]]), tensor([[0.8028]]), tensor([[0.7883]]), tensor([[0.7916]]), tensor([[0.7943]]), tensor([[0.7994]]), tensor([[0.8126]]), tensor([[0.8035]]), tensor([[0.8116]]), tensor([[0.8119]]), tensor([[0.8084]]), tensor([[0.8012]]), tensor([[0.8073]]), tensor([[0.8032]]), tensor([[0.8030]]), tensor([[0.8009]]), tensor([[0.7971]]), tensor([[0.7952]]), tensor([[0.7972]]), tensor([[0.7954]]), tensor([[0.7959]]), tensor([[0.8069]]), tensor([[0.7924]]), tensor([[0.7941]]), tensor([[0.7894]]), tensor([[0.7905]]), tensor([[0.7917]]), tensor([[0.7939]]), tensor([[0.7912]])]",418,455,0.3033088235294117
306,444,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,326,24, of the works of Spelling is the role of the participant as artist. A number of situationisms concerning postcapitalist,"[' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant']","['as', ' observer', '.', ' This', ' central', ' theme', ' reson', 'ates', ' throughout', ' Gibson', ""'s"", ' oe']","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist']",0.9166666666666666,"as observer. This central theme resonates throughout Gibson's oeuvre, making it critical in understanding the complexities of his portrayal of capitalist society. Through the lens of Spelling, Gibson's characters navigate their environment, their decisions and circumstances reflective of the market", as artist. A number of situationisms concerning postcapitalist,tensor([[0.8386]]),6,"[tensor([[0.7556]]), tensor([[0.7922]]), tensor([[0.8081]]), tensor([[0.8210]]), tensor([[0.8151]]), tensor([[0.8386]]), tensor([[0.8284]]), tensor([[0.8330]]), tensor([[0.8013]]), tensor([[0.8118]]), tensor([[0.8066]]), tensor([[0.8040]]), tensor([[0.8022]]), tensor([[0.8043]]), tensor([[0.7953]]), tensor([[0.8013]]), tensor([[0.8047]]), tensor([[0.8059]]), tensor([[0.8037]]), tensor([[0.7972]]), tensor([[0.7979]]), tensor([[0.8195]]), tensor([[0.8340]]), tensor([[0.8261]]), tensor([[0.8251]]), tensor([[0.8226]]), tensor([[0.8242]]), tensor([[0.8357]]), tensor([[0.8242]]), tensor([[0.8232]]), tensor([[0.8152]]), tensor([[0.8204]]), tensor([[0.8275]]), tensor([[0.8216]]), tensor([[0.8131]]), tensor([[0.8164]]), tensor([[0.8136]]), tensor([[0.8137]]), tensor([[0.8151]]), tensor([[0.8195]]), tensor([[0.8104]])]",325,348,0.3033088235294117
308,447,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,338,28," as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3]","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory']","['may', ' be', ' found', '.', ' Gibson', ""'s"", ' vivid', ' portrayal', ' of', ' the', ' hyper', '-real', ' exploits', ' sub', 'semantic']","[' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']']",0.8666666666666667,"may be found. Gibson's vivid portrayal of the hyper-real exploits subsemanticist theory in a context of cultural objectivism, especially when juxtaposed with his scathing critique of capitalist structures. By deconstructing the inescapable pretexts rooted"," may be found.
The primary theme of Buxton’s[3]",tensor([[0.8496]]),6,"[tensor([[0.7677]]), tensor([[0.7417]]), tensor([[0.7931]]), tensor([[0.8205]]), tensor([[0.8212]]), tensor([[0.8496]]), tensor([[0.8290]]), tensor([[0.8327]]), tensor([[0.8386]]), tensor([[0.8318]]), tensor([[0.8269]]), tensor([[0.8363]]), tensor([[0.8402]]), tensor([[0.8353]]), tensor([[0.8366]]), tensor([[0.8391]]), tensor([[0.8349]]), tensor([[0.8345]]), tensor([[0.8280]]), tensor([[0.8261]]), tensor([[0.8240]]), tensor([[0.8251]]), tensor([[0.8225]]), tensor([[0.8230]]), tensor([[0.8233]]), tensor([[0.8221]]), tensor([[0.8169]]), tensor([[0.8219]]), tensor([[0.8257]]), tensor([[0.8133]]), tensor([[0.8222]]), tensor([[0.8150]]), tensor([[0.8212]]), tensor([[0.8236]]), tensor([[0.8207]])]",337,364,0.3033088235294117
310,450,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,573,28," of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sont","[' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","[',', ' where', ' Gibson', ' brilliantly', ' juxtap', 'oses', ' the', ' capitalist', ' framework', ' with', ' radical', ' technological', ' advancement', '.', ' In']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont']",0.9333333333333332,", where Gibson brilliantly juxtaposes the capitalist framework with radical technological advancement. In both narratives, Gibson explores the correlation between consumer culture and hyper-reality, providing profound commentary on the dehumanizing aspects of capitalism. His depiction of a future enmeshed",", although in a more semantic sense. An abundance of appropriations concerning Sont",tensor([[0.8311]]),2,"[tensor([[0.7749]]), tensor([[0.8311]]), tensor([[0.8120]]), tensor([[0.7701]]), tensor([[0.7911]]), tensor([[0.7873]]), tensor([[0.7880]]), tensor([[0.7923]]), tensor([[0.8026]]), tensor([[0.8049]]), tensor([[0.7987]]), tensor([[0.7996]]), tensor([[0.7961]]), tensor([[0.8020]]), tensor([[0.8075]]), tensor([[0.8055]]), tensor([[0.8031]]), tensor([[0.7909]]), tensor([[0.7886]]), tensor([[0.7867]]), tensor([[0.7849]]), tensor([[0.7841]]), tensor([[0.7810]]), tensor([[0.7800]]), tensor([[0.7990]]), tensor([[0.7818]]), tensor([[0.7773]]), tensor([[0.7745]]), tensor([[0.7765]]), tensor([[0.7797]]), tensor([[0.7716]]), tensor([[0.7713]]), tensor([[0.7727]]), tensor([[0.7928]]), tensor([[0.7808]]), tensor([[0.7705]]), tensor([[0.7710]]), tensor([[0.7728]]), tensor([[0.7638]]), tensor([[0.7656]])]",572,599,0.3033088235294117
312,453,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,93,26," camp holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a mythopoetical","[' camp', ' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post']","['modern', ' expressions', ' of', ' capitalist', ' ideologies', ',', ' skill', 'fully', ' trans', 'cribed', ' into', ' engaging', ' narratives', '.', ' They', ' meticulously']","['modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical']",0.9375,"modern expressions of capitalist ideologies, skillfully transcribed into engaging narratives. They meticulously analyze the intricate relationship between societal structures and individual identities within a capitalist framework. This is reflected not only in themes of capitalism's impact on the human condition and the implications thereof",modern. The characteristic theme of the works of Spelling is a mythopoetical,tensor([[0.8434]]),4,"[tensor([[0.7716]]), tensor([[0.8387]]), tensor([[0.8199]]), tensor([[0.8434]]), tensor([[0.8189]]), tensor([[0.8304]]), tensor([[0.8293]]), tensor([[0.8240]]), tensor([[0.8316]]), tensor([[0.8242]]), tensor([[0.8196]]), tensor([[0.8234]]), tensor([[0.8360]]), tensor([[0.8326]]), tensor([[0.8257]]), tensor([[0.8293]]), tensor([[0.8251]]), tensor([[0.8252]]), tensor([[0.8264]]), tensor([[0.8230]]), tensor([[0.8164]]), tensor([[0.8218]]), tensor([[0.8203]]), tensor([[0.8181]]), tensor([[0.8147]]), tensor([[0.8165]]), tensor([[0.8194]]), tensor([[0.8176]]), tensor([[0.8097]]), tensor([[0.8184]]), tensor([[0.8191]]), tensor([[0.8144]]), tensor([[0.8098]]), tensor([[0.8157]]), tensor([[0.8074]]), tensor([[0.8132]]), tensor([[0.8105]]), tensor([[0.8079]]), tensor([[0.8032]]), tensor([[0.8100]]), tensor([[0.8092]]), tensor([[0.8023]]), tensor([[0.8026]]), tensor([[0.8078]]), tensor([[0.8077]])]",92,117,0.3033088235294117
314,456,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,463,37," postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontag","[' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is']","['inter', 'pol', 'ated', ' into', ' a', ' capitalist', ' narrative', ' that', ' includes', ' reality', ' as', ' a', ' paradox', '.', ' Thus', ',', ' the', ' extensive', ' use', ' of', ' capitalist', ' propaganda', ' depicts']","[' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag']",0.9565217391304348,"interpolated into a capitalist narrative that includes reality as a paradox. Thus, the extensive use of capitalist propaganda depicts the collapse of deconstructive society, suggesting that class differentiation under capitalism is an inherent paradox, constructed, yet capable of self-analysis and", contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontag,tensor([[0.8576]]),15,"[tensor([[0.7846]]), tensor([[0.7987]]), tensor([[0.8253]]), tensor([[0.8326]]), tensor([[0.8215]]), tensor([[0.8254]]), tensor([[0.8312]]), tensor([[0.8342]]), tensor([[0.8319]]), tensor([[0.8364]]), tensor([[0.8385]]), tensor([[0.8390]]), tensor([[0.8432]]), tensor([[0.8444]]), tensor([[0.8576]]), tensor([[0.8491]]), tensor([[0.8483]]), tensor([[0.8531]]), tensor([[0.8468]]), tensor([[0.8446]]), tensor([[0.8264]]), tensor([[0.8345]]), tensor([[0.8248]]), tensor([[0.8371]]), tensor([[0.8249]]), tensor([[0.8204]]), tensor([[0.8150]]), tensor([[0.8268]]), tensor([[0.8239]]), tensor([[0.8183]]), tensor([[0.8199]]), tensor([[0.8139]]), tensor([[0.8158]]), tensor([[0.8167]]), tensor([[0.8151]]), tensor([[0.8163]]), tensor([[0.8138]]), tensor([[0.8137]]), tensor([[0.8124]]), tensor([[0.8134]]), tensor([[0.8108]])]",462,498,0.3033088235294117
316,459,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,169,21," narrative.
In a sense, Debord uses the term ‘Sontagist camp’ to denote the","[' narrative', '.\n', 'In', ' a', ' sense', ',', ' Deb', 'ord', ' uses', ' the']","['term', "" '"", 'sem', 'iotic', 'ist', ' post', 'c', 'ultural', ' theory', ""'"", ' to']","[' term', ' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote', ' the']",1.0,"term 'semioticist postcultural theory' to denote the difference between society and reality. The collective consciousness may be found in the examination of the social construct, as Gibson implies in his depiction of the multilayered capitalist society. Therefore,", term ‘Sontagist camp’ to denote the,tensor([[0.8256]]),12,"[tensor([[0.7653]]), tensor([[0.8092]]), tensor([[0.8003]]), tensor([[0.7996]]), tensor([[0.8042]]), tensor([[0.8062]]), tensor([[0.8179]]), tensor([[0.8248]]), tensor([[0.8222]]), tensor([[0.8233]]), tensor([[0.8249]]), tensor([[0.8256]]), tensor([[0.8174]]), tensor([[0.8210]]), tensor([[0.8225]]), tensor([[0.8248]]), tensor([[0.8234]]), tensor([[0.8199]]), tensor([[0.8135]]), tensor([[0.8103]]), tensor([[0.8062]]), tensor([[0.8061]]), tensor([[0.8023]]), tensor([[0.8011]]), tensor([[0.8008]]), tensor([[0.7970]]), tensor([[0.7938]]), tensor([[0.7970]]), tensor([[0.7968]]), tensor([[0.7944]]), tensor([[0.7950]]), tensor([[0.7959]]), tensor([[0.7924]]), tensor([[0.7912]]), tensor([[0.7953]]), tensor([[0.7976]]), tensor([[0.8011]]), tensor([[0.7963]])]",168,188,0.3033088235294117
318,462,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,234,21,’s[2] essay on Sontagist camp is the role of the writer as poet. However,"['’s', '[', '2', ']', ' essay', ' on', ' S', 'ont']","['ag', 'ist', ' apparatus', ' states', ' that', ' politics', ',', ' somewhat', ' ironically', ',', ' has', ' intrinsic', ' meaning']","['ag', 'ist', ' camp', ' is', ' the', ' role', ' of', ' the', ' writer', ' as', ' poet', '.', ' However']",0.8461538461538461,"agist apparatus states that politics, somewhat ironically, has intrinsic meaning. Therefore, the subject is interpolated into a that includes culture as a reality. This dialectic nature possesses predefined parameters of knowledge structures, yet it also compels us to question these ideologies",agist camp is the role of the writer as poet. However,tensor([[0.8390]]),2,"[tensor([[0.7274]]), tensor([[0.8390]]), tensor([[0.8019]]), tensor([[0.7848]]), tensor([[0.8229]]), tensor([[0.8171]]), tensor([[0.8291]]), tensor([[0.8295]]), tensor([[0.8335]]), tensor([[0.8317]]), tensor([[0.8203]]), tensor([[0.8280]]), tensor([[0.8268]]), tensor([[0.8280]]), tensor([[0.8251]]), tensor([[0.8208]]), tensor([[0.8236]]), tensor([[0.8210]]), tensor([[0.8203]]), tensor([[0.8157]]), tensor([[0.8205]]), tensor([[0.8149]]), tensor([[0.8167]]), tensor([[0.8203]]), tensor([[0.8152]]), tensor([[0.8183]]), tensor([[0.8179]]), tensor([[0.8152]]), tensor([[0.8137]]), tensor([[0.8110]]), tensor([[0.8039]]), tensor([[0.8098]]), tensor([[0.8085]]), tensor([[0.8077]]), tensor([[0.8093]]), tensor([[0.8084]]), tensor([[0.8079]]), tensor([[0.8110]]), tensor([[0.8062]]), tensor([[0.8079]]), tensor([[0.8068]]), tensor([[0.8068]])]",233,253,0.3033088235294117
320,465,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,589,21," a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could","[' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations']","['con', 'cern', 'ing', ' capitalist', ' narrative', ' may', ' be', ' revealed', '.', ' Quite', ' interesting', 'ly']","[' concerning', ' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could']",0.8333333333333334,"concerning capitalist narrative may be revealed. Quite interestingly, Gibson successfully explores the divide between communal and capitalist societies, thereby drawing attention to the dichotomy between individualism inherent in capitalist systems, and the collectivism prevalent in communal set ups. This"," concerning Sontagist camp may be revealed.
It could",tensor([[0.8674]]),8,"[tensor([[0.7492]]), tensor([[0.8035]]), tensor([[0.8008]]), tensor([[0.8063]]), tensor([[0.8371]]), tensor([[0.8431]]), tensor([[0.8530]]), tensor([[0.8674]]), tensor([[0.8545]]), tensor([[0.8419]]), tensor([[0.8206]]), tensor([[0.8127]]), tensor([[0.8186]]), tensor([[0.8055]]), tensor([[0.8055]]), tensor([[0.7987]]), tensor([[0.7988]]), tensor([[0.7887]]), tensor([[0.8013]]), tensor([[0.7803]]), tensor([[0.7768]]), tensor([[0.7796]]), tensor([[0.7761]]), tensor([[0.7776]]), tensor([[0.7714]]), tensor([[0.7703]]), tensor([[0.7685]]), tensor([[0.7710]]), tensor([[0.7684]]), tensor([[0.7689]]), tensor([[0.7833]]), tensor([[0.7679]]), tensor([[0.7677]]), tensor([[0.7620]]), tensor([[0.7631]]), tensor([[0.7610]]), tensor([[0.7628]]), tensor([[0.7650]]), tensor([[0.7856]]), tensor([[0.7648]])]",588,608,0.3033088235294117
322,468,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,499,40,"agist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer he","['ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist', ' theory', ' and']","['c', 'ultural', ' dem', 'aterial', 'ism', '.', ' Modern', 'ist', ' theory', ' pos', 'its', ' the', ' fluid', 'ity', ' of', ' social', ' class', ' structure', ',', ' concerning', ' itself', ' predominantly', ' with', ' crit', 'iqu', 'ing']","[' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer', ' he']",1.0,"cultural dematerialism. Modernist theory posits the fluidity of social class structure, concerning itself predominantly with critiquing temporal, historical, and class contexts. In contrast, cultural dematerialism emphasizes the evolution of society beyond materialism and"," the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer he",tensor([[0.8249]]),7,"[tensor([[0.7606]]), tensor([[0.7809]]), tensor([[0.8181]]), tensor([[0.8087]]), tensor([[0.8018]]), tensor([[0.8198]]), tensor([[0.8249]]), tensor([[0.8139]]), tensor([[0.8123]]), tensor([[0.8129]]), tensor([[0.8091]]), tensor([[0.8131]]), tensor([[0.8057]]), tensor([[0.8035]]), tensor([[0.8027]]), tensor([[0.8018]]), tensor([[0.8027]]), tensor([[0.8085]]), tensor([[0.8042]]), tensor([[0.7961]]), tensor([[0.7955]]), tensor([[0.8050]]), tensor([[0.8008]]), tensor([[0.8066]]), tensor([[0.8001]]), tensor([[0.8014]]), tensor([[0.7988]]), tensor([[0.8035]]), tensor([[0.7959]]), tensor([[0.7989]]), tensor([[0.7944]]), tensor([[0.7947]]), tensor([[0.7960]]), tensor([[0.7971]])]",498,537,0.3033088235294117
324,471,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,528,25, Sontagist camp; in Neuromancer he reiterates capitalist narrative. The main theme of the works of Gibson,"[' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer', ' he', ' re']","['exam', 'ines', ' construct', 'ivism', ',', ' an', ' un', 'orth', 'odox', ' approach', ' to', ' dissect', 'ing']","['iter', 'ates', ' capitalist', ' narrative', '.', ' The', ' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson']",1.0,"examines constructivism, an unorthodox approach to dissecting the societal skeleton of hyper-connected reality. Within this technosocial discourse, Gibson's novel demonstrates that the social construct, more specifically the capitalist environment, does not merely exemplify progress but",iterates capitalist narrative. The main theme of the works of Gibson,tensor([[0.8778]]),29,"[tensor([[0.7628]]), tensor([[0.7740]]), tensor([[0.8139]]), tensor([[0.8050]]), tensor([[0.8075]]), tensor([[0.8046]]), tensor([[0.8083]]), tensor([[0.8006]]), tensor([[0.8074]]), tensor([[0.8074]]), tensor([[0.8145]]), tensor([[0.8120]]), tensor([[0.8040]]), tensor([[0.8026]]), tensor([[0.8000]]), tensor([[0.7962]]), tensor([[0.7960]]), tensor([[0.8064]]), tensor([[0.8512]]), tensor([[0.8589]]), tensor([[0.8581]]), tensor([[0.8584]]), tensor([[0.8603]]), tensor([[0.8607]]), tensor([[0.8588]]), tensor([[0.8549]]), tensor([[0.8531]]), tensor([[0.8575]]), tensor([[0.8778]]), tensor([[0.8768]]), tensor([[0.8739]]), tensor([[0.8708]]), tensor([[0.8724]]), tensor([[0.8737]]), tensor([[0.8733]]), tensor([[0.8744]])]",527,551,0.3033088235294117
326,474,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,528,36," Sontagist camp; in Neuromancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the","[' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer', ' he', ' re', 'iter', 'ates', ' capitalist', ' narrative', '.', ' The']","['primary', ' theme', ' of', ' von', ' Jun', 'z', ""'s"", ' analysis', ' of', ' Neu', 'rom', 'ancer', ' is', ' a', ' self', '-', 'just', 'ifying']","[' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the']",0.8888888888888888,"primary theme of von Junz's analysis of Neuromancer is a self-justifying whole. However, if capitalist narrative holds, we have to choose between Sontagist camp and the dialectic paradigm of discourse. Gibson discards Sont"," main theme of the works of Gibson is a self-supporting totality.
Thus, the",tensor([[0.8589]]),33,"[tensor([[0.7257]]), tensor([[0.7456]]), tensor([[0.8114]]), tensor([[0.8461]]), tensor([[0.8261]]), tensor([[0.8160]]), tensor([[0.8124]]), tensor([[0.8199]]), tensor([[0.8055]]), tensor([[0.8039]]), tensor([[0.8093]]), tensor([[0.8227]]), tensor([[0.8318]]), tensor([[0.8415]]), tensor([[0.8389]]), tensor([[0.8314]]), tensor([[0.8329]]), tensor([[0.8335]]), tensor([[0.8230]]), tensor([[0.8178]]), tensor([[0.8183]]), tensor([[0.8146]]), tensor([[0.8164]]), tensor([[0.8120]]), tensor([[0.8097]]), tensor([[0.8137]]), tensor([[0.8078]]), tensor([[0.8085]]), tensor([[0.8090]]), tensor([[0.8095]]), tensor([[0.8265]]), tensor([[0.8422]]), tensor([[0.8589]]), tensor([[0.8576]])]",527,562,0.3033088235294117
328,477,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,337,27," participant as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[","[' participant', ' as', ' artist', '.', ' A']","['central', ' theme', ' in', ' Gibson', ""'s"", ' model', ' is', ' the', ' distinction', ' between', ' foreground', ' and', ' background', '.', ' He', ' suggests', ' that', ' capitalism', ',', ' as', ' a', ' dominant']","[' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory', ' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[']",1.0,"central theme in Gibson's model is the distinction between foreground and background. He suggests that capitalism, as a dominant system, is consistently at the forefront, with its impacts and implications constructing the narrative landscape. Yet, it is the background- the underlying societal"," number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[",tensor([[0.8469]]),20,"[tensor([[0.7831]]), tensor([[0.7493]]), tensor([[0.8075]]), tensor([[0.8139]]), tensor([[0.7959]]), tensor([[0.8040]]), tensor([[0.7989]]), tensor([[0.8011]]), tensor([[0.8040]]), tensor([[0.8108]]), tensor([[0.8114]]), tensor([[0.8115]]), tensor([[0.8081]]), tensor([[0.8127]]), tensor([[0.8256]]), tensor([[0.8272]]), tensor([[0.8416]]), tensor([[0.8407]]), tensor([[0.8366]]), tensor([[0.8469]]), tensor([[0.8357]]), tensor([[0.8331]]), tensor([[0.8322]]), tensor([[0.8323]]), tensor([[0.8321]]), tensor([[0.8303]]), tensor([[0.8282]]), tensor([[0.8306]]), tensor([[0.8280]]), tensor([[0.8263]]), tensor([[0.8275]]), tensor([[0.8267]]), tensor([[0.8298]]), tensor([[0.8275]]), tensor([[0.8309]]), tensor([[0.8282]]), tensor([[0.8262]]), tensor([[0.8249]]), tensor([[0.8241]]), tensor([[0.8443]]), tensor([[0.8291]]), tensor([[0.8340]]), tensor([[0.8384]])]",336,362,0.3033088235294117
