,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
494,gpt-4,Lorem Ipsum Standard Passage,26,34," minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse c","[' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi']","['ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c']","[' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c']",0.0454545454545454,"ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deser", ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse c,tensor([[0.9961]]),17,"[tensor([[0.8076]]), tensor([[0.7902]]), tensor([[0.8545]]), tensor([[0.8834]]), tensor([[0.8968]]), tensor([[0.9083]]), tensor([[0.9382]]), tensor([[0.9546]]), tensor([[0.9583]]), tensor([[0.9668]]), tensor([[0.9711]]), tensor([[0.9733]]), tensor([[0.9864]]), tensor([[0.9872]]), tensor([[0.9922]]), tensor([[0.9950]]), tensor([[0.9961]]), tensor([[0.9905]]), tensor([[0.9894]]), tensor([[0.9824]]), tensor([[0.9854]]), tensor([[0.9822]]), tensor([[0.9822]]), tensor([[0.9742]]), tensor([[0.9736]]), tensor([[0.9705]]), tensor([[0.9655]]), tensor([[0.9650]]), tensor([[0.9633]]), tensor([[0.9624]]), tensor([[0.9631]]), tensor([[0.9622]]), tensor([[0.9606]]), tensor([[0.9590]]), tensor([[0.9574]])]",25,58
497,gpt-4,Lorem Ipsum Standard Passage,27,34," veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum","[' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu']","['ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum']","['ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum']",0.0,"ip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt moll",ip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum,tensor([[1.]]),17,"[tensor([[0.8115]]), tensor([[0.8371]]), tensor([[0.8808]]), tensor([[0.8966]]), tensor([[0.9185]]), tensor([[0.9462]]), tensor([[0.9514]]), tensor([[0.9570]]), tensor([[0.9701]]), tensor([[0.9734]]), tensor([[0.9760]]), tensor([[0.9846]]), tensor([[0.9862]]), tensor([[0.9884]]), tensor([[0.9917]]), tensor([[0.9936]]), tensor([[1.]]), tensor([[0.9974]]), tensor([[0.9896]]), tensor([[0.9939]]), tensor([[0.9919]]), tensor([[0.9900]]), tensor([[0.9851]]), tensor([[0.9843]]), tensor([[0.9821]]), tensor([[0.9749]]), tensor([[0.9755]]), tensor([[0.9732]]), tensor([[0.9726]]), tensor([[0.9736]]), tensor([[0.9727]]), tensor([[0.9720]]), tensor([[0.9705]]), tensor([[0.9695]]), tensor([[0.9695]])]",26,59
500,gpt-4,Lorem Ipsum Standard Passage,22,31,". Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in repreh","['.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co']","['l', 'abor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in']","[' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh']",0.1666666666666666,"laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa", laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in repreh,tensor([[0.9891]]),16,"[tensor([[0.7972]]), tensor([[0.8373]]), tensor([[0.8544]]), tensor([[0.8693]]), tensor([[0.8969]]), tensor([[0.9127]]), tensor([[0.9212]]), tensor([[0.9396]]), tensor([[0.9528]]), tensor([[0.9680]]), tensor([[0.9681]]), tensor([[0.9758]]), tensor([[0.9806]]), tensor([[0.9837]]), tensor([[0.9889]]), tensor([[0.9891]]), tensor([[0.9812]]), tensor([[0.9804]]), tensor([[0.9819]]), tensor([[0.9753]]), tensor([[0.9738]]), tensor([[0.9656]]), tensor([[0.9723]]), tensor([[0.9685]]), tensor([[0.9706]]), tensor([[0.9625]]), tensor([[0.9613]]), tensor([[0.9587]]), tensor([[0.9554]]), tensor([[0.9549]]), tensor([[0.9547]]), tensor([[0.9543]]), tensor([[0.9549]]), tensor([[0.9535]])]",21,51
503,gpt-4,Lorem Ipsum Standard Passage,3,21," dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut","[' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',']","['sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut']","[' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut']",0.0769230769230769,"sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum", sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut,tensor([[1.0000]]),13,"[tensor([[0.8074]]), tensor([[0.8221]]), tensor([[0.8487]]), tensor([[0.8946]]), tensor([[0.8964]]), tensor([[0.9133]]), tensor([[0.9164]]), tensor([[0.9285]]), tensor([[0.9272]]), tensor([[0.9380]]), tensor([[0.9617]]), tensor([[0.9845]]), tensor([[1.0000]]), tensor([[0.9924]]), tensor([[0.9906]]), tensor([[0.9840]]), tensor([[0.9765]]), tensor([[0.9759]]), tensor([[0.9730]]), tensor([[0.9658]]), tensor([[0.9657]]), tensor([[0.9665]]), tensor([[0.9660]]), tensor([[0.9678]]), tensor([[0.9696]]), tensor([[0.9694]]), tensor([[0.9700]]), tensor([[0.9685]]), tensor([[0.9660]]), tensor([[0.9674]]), tensor([[0.9660]]), tensor([[0.9665]]), tensor([[0.9661]]), tensor([[0.9665]]), tensor([[0.9652]]), tensor([[0.9650]]), tensor([[0.9646]]), tensor([[0.9641]]), tensor([[0.9640]]), tensor([[0.9640]])]",2,22
506,gpt-4,Lorem Ipsum Standard Passage,23,40," Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu","[' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam']","['co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu']","['co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu']",0.0,"co laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa",co laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu,tensor([[1.0000]]),23,"[tensor([[0.8122]]), tensor([[0.8143]]), tensor([[0.8731]]), tensor([[0.8893]]), tensor([[0.8945]]), tensor([[0.9102]]), tensor([[0.9172]]), tensor([[0.9232]]), tensor([[0.9313]]), tensor([[0.9431]]), tensor([[0.9432]]), tensor([[0.9462]]), tensor([[0.9552]]), tensor([[0.9613]]), tensor([[0.9639]]), tensor([[0.9737]]), tensor([[0.9748]]), tensor([[0.9781]]), tensor([[0.9797]]), tensor([[0.9803]]), tensor([[0.9853]]), tensor([[0.9884]]), tensor([[1.0000]]), tensor([[0.9901]]), tensor([[0.9857]]), tensor([[0.9812]]), tensor([[0.9760]]), tensor([[0.9753]]), tensor([[0.9730]]), tensor([[0.9666]]), tensor([[0.9673]]), tensor([[0.9649]]), tensor([[0.9640]]), tensor([[0.9649]]), tensor([[0.9628]])]",22,61
509,gpt-4,Lorem Ipsum Standard Passage,48,38," irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui offic","[' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore']","['eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic']","[' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic']",0.0416666666666666,"eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."," eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui offic",tensor([[0.9979]]),15,"[tensor([[0.8106]]), tensor([[0.7734]]), tensor([[0.8588]]), tensor([[0.9088]]), tensor([[0.9365]]), tensor([[0.9569]]), tensor([[0.9621]]), tensor([[0.9718]]), tensor([[0.9831]]), tensor([[0.9853]]), tensor([[0.9879]]), tensor([[0.9920]]), tensor([[0.9913]]), tensor([[0.9967]]), tensor([[0.9979]]), tensor([[0.9961]]), tensor([[0.9954]]), tensor([[0.9943]]), tensor([[0.9939]]), tensor([[0.9889]]), tensor([[0.9901]]), tensor([[0.9848]])]",47,84
512,gpt-4,Lorem Ipsum Standard Passage,12,22," do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullam","[' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua']","['.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam']","['.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam']",0.0,". Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint",". Ut enim ad minim veniam, quis nostrud exercitation ullam",tensor([[0.9970]]),11,"[tensor([[0.8084]]), tensor([[0.8530]]), tensor([[0.8411]]), tensor([[0.8645]]), tensor([[0.8658]]), tensor([[0.9115]]), tensor([[0.9425]]), tensor([[0.9447]]), tensor([[0.9505]]), tensor([[0.9949]]), tensor([[0.9970]]), tensor([[0.9850]]), tensor([[0.9838]]), tensor([[0.9829]]), tensor([[0.9794]]), tensor([[0.9802]]), tensor([[0.9765]]), tensor([[0.9761]]), tensor([[0.9709]]), tensor([[0.9698]]), tensor([[0.9671]]), tensor([[0.9672]]), tensor([[0.9664]]), tensor([[0.9671]]), tensor([[0.9610]]), tensor([[0.9608]]), tensor([[0.9610]]), tensor([[0.9628]]), tensor([[0.9625]]), tensor([[0.9601]]), tensor([[0.9615]]), tensor([[0.9560]]), tensor([[0.9591]]), tensor([[0.9597]]), tensor([[0.9559]]), tensor([[0.9533]]), tensor([[0.9542]])]",11,32
515,gpt-4,Lorem Ipsum Standard Passage,27,22," veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute ir","[' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is']","['n', 'isi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute']","[' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir']",0.25,"nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui offic", nisi ut aliquip ex ea commodo consequat. Duis aute ir,tensor([[0.9974]]),11,"[tensor([[0.8095]]), tensor([[0.8195]]), tensor([[0.8342]]), tensor([[0.8926]]), tensor([[0.9178]]), tensor([[0.9335]]), tensor([[0.9557]]), tensor([[0.9748]]), tensor([[0.9850]]), tensor([[0.9954]]), tensor([[0.9974]]), tensor([[0.9903]]), tensor([[0.9875]]), tensor([[0.9689]]), tensor([[0.9677]]), tensor([[0.9621]]), tensor([[0.9637]]), tensor([[0.9673]]), tensor([[0.9631]]), tensor([[0.9576]]), tensor([[0.9519]]), tensor([[0.9611]]), tensor([[0.9584]]), tensor([[0.9542]]), tensor([[0.9553]]), tensor([[0.9544]]), tensor([[0.9504]]), tensor([[0.9456]]), tensor([[0.9446]]), tensor([[0.9388]]), tensor([[0.9437]]), tensor([[0.9428]]), tensor([[0.9421]]), tensor([[0.9405]]), tensor([[0.9417]])]",26,47
518,gpt-4,Lorem Ipsum Standard Passage,36,38,is nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaec,"['is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.']","['D', 'uis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ']","[' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec']",0.1071428571428571,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est labor", Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaec,tensor([[0.9979]]),20,"[tensor([[0.8090]]), tensor([[0.8261]]), tensor([[0.8625]]), tensor([[0.8898]]), tensor([[0.9042]]), tensor([[0.9059]]), tensor([[0.9246]]), tensor([[0.9266]]), tensor([[0.9391]]), tensor([[0.9411]]), tensor([[0.9424]]), tensor([[0.9589]]), tensor([[0.9627]]), tensor([[0.9577]]), tensor([[0.9712]]), tensor([[0.9767]]), tensor([[0.9743]]), tensor([[0.9917]]), tensor([[0.9931]]), tensor([[0.9979]]), tensor([[0.9878]]), tensor([[0.9883]]), tensor([[0.9836]]), tensor([[0.9832]]), tensor([[0.9831]]), tensor([[0.9829]]), tensor([[0.9822]]), tensor([[0.9801]]), tensor([[0.9801]]), tensor([[0.9788]]), tensor([[0.9793]]), tensor([[0.9763]]), tensor([[0.9756]]), tensor([[0.9668]])]",35,72
521,gpt-4,Lorem Ipsum Standard Passage,47,37," aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa","[' aute', ' ir', 'ure', ' dolor', ' in', ' repreh']","['enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa']","['enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa']",0.0,"enderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","enderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa",tensor([[1.0000]]),21,"[tensor([[0.8118]]), tensor([[0.8348]]), tensor([[0.8544]]), tensor([[0.8910]]), tensor([[0.9060]]), tensor([[0.9055]]), tensor([[0.9337]]), tensor([[0.9381]]), tensor([[0.9282]]), tensor([[0.9479]]), tensor([[0.9596]]), tensor([[0.9619]]), tensor([[0.9773]]), tensor([[0.9805]]), tensor([[0.9854]]), tensor([[0.9924]]), tensor([[0.9935]]), tensor([[0.9930]]), tensor([[0.9971]]), tensor([[0.9967]]), tensor([[1.0000]]), tensor([[0.9995]]), tensor([[0.9981]]), tensor([[0.9975]]), tensor([[0.9967]]), tensor([[0.9963]]), tensor([[0.9935]]), tensor([[0.9933]]), tensor([[0.9858]])]",46,82
524,gpt-4,Lorem Ipsum Standard Passage,52,23, reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat,"[' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu']","['f', 'ug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec']","[' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at']",0.25,"fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.", fugiat nulla pariatur. Excepteur sint occaecat,tensor([[1.0000]]),7,"[tensor([[0.8048]]), tensor([[0.8769]]), tensor([[0.9132]]), tensor([[0.9552]]), tensor([[0.9802]]), tensor([[0.9898]]), tensor([[1.0000]]), tensor([[0.9847]]), tensor([[0.9818]]), tensor([[0.9685]]), tensor([[0.9775]]), tensor([[0.9754]]), tensor([[0.9732]]), tensor([[0.9734]]), tensor([[0.9698]]), tensor([[0.9707]]), tensor([[0.9710]]), tensor([[0.9688]]), tensor([[0.9641]]), tensor([[0.9656]]), tensor([[0.9602]])]",51,73
527,gpt-4,Lorem Ipsum Standard Passage,20,38," magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit","[' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim']","['ven', 'iam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate']","[' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit']",0.0967741935483871,"veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupid"," veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit",tensor([[1.]]),23,"[tensor([[0.8103]]), tensor([[0.8860]]), tensor([[0.8841]]), tensor([[0.8915]]), tensor([[0.9323]]), tensor([[0.9504]]), tensor([[0.9573]]), tensor([[0.9651]]), tensor([[0.9679]]), tensor([[0.9724]]), tensor([[0.9749]]), tensor([[0.9766]]), tensor([[0.9785]]), tensor([[0.9759]]), tensor([[0.9833]]), tensor([[0.9814]]), tensor([[0.9848]]), tensor([[0.9872]]), tensor([[0.9900]]), tensor([[0.9952]]), tensor([[0.9956]]), tensor([[0.9983]]), tensor([[1.]]), tensor([[0.9993]]), tensor([[0.9948]]), tensor([[0.9935]]), tensor([[0.9879]]), tensor([[0.9936]]), tensor([[0.9920]]), tensor([[0.9905]]), tensor([[0.9877]]), tensor([[0.9878]]), tensor([[0.9864]]), tensor([[0.9761]])]",19,56
530,gpt-4,Lorem Ipsum Standard Passage,11,29," sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliqu","[' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et']","['d', 'ol', 'ore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi']","[' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu']",0.238095238095238,"dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pari"," dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliqu",tensor([[0.9990]]),16,"[tensor([[0.8046]]), tensor([[0.8369]]), tensor([[0.8859]]), tensor([[0.9457]]), tensor([[0.9270]]), tensor([[0.9571]]), tensor([[0.9491]]), tensor([[0.9680]]), tensor([[0.9786]]), tensor([[0.9794]]), tensor([[0.9790]]), tensor([[0.9912]]), tensor([[0.9934]]), tensor([[0.9978]]), tensor([[0.9988]]), tensor([[0.9990]]), tensor([[0.9988]]), tensor([[0.9986]]), tensor([[0.9976]]), tensor([[0.9970]]), tensor([[0.9933]]), tensor([[0.9938]]), tensor([[0.9931]]), tensor([[0.9930]]), tensor([[0.9917]]), tensor([[0.9915]]), tensor([[0.9885]]), tensor([[0.9883]]), tensor([[0.9863]]), tensor([[0.9875]]), tensor([[0.9877]]), tensor([[0.9854]]), tensor([[0.9818]]), tensor([[0.9782]]), tensor([[0.9828]]), tensor([[0.9834]]), tensor([[0.9836]])]",10,38
533,gpt-4,Lorem Ipsum Standard Passage,44,20, consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fug,"[' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor']","['in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug']","[' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug']",0.0769230769230769,"in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.", in reprehenderit in voluptate velit esse cillum dolore eu fug,tensor([[0.9919]]),11,"[tensor([[0.8043]]), tensor([[0.8176]]), tensor([[0.8847]]), tensor([[0.8959]]), tensor([[0.9226]]), tensor([[0.9378]]), tensor([[0.9466]]), tensor([[0.9683]]), tensor([[0.9787]]), tensor([[0.9884]]), tensor([[0.9919]]), tensor([[0.9796]]), tensor([[0.9594]]), tensor([[0.9578]]), tensor([[0.9608]]), tensor([[0.9583]]), tensor([[0.9507]]), tensor([[0.9521]]), tensor([[0.9460]]), tensor([[0.9471]]), tensor([[0.9477]]), tensor([[0.9449]]), tensor([[0.9426]]), tensor([[0.9403]]), tensor([[0.9386]]), tensor([[0.9374]]), tensor([[0.9376]]), tensor([[0.9365]]), tensor([[0.9342]]), tensor([[0.9293]])]",43,62
536,gpt-4,Lorem Ipsum Standard Passage,34,27,co laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum,"['co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat']","['.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum']","['.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum']",0.0,". Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est labor",. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum,tensor([[1.]]),13,"[tensor([[0.8034]]), tensor([[0.8626]]), tensor([[0.8644]]), tensor([[0.8850]]), tensor([[0.9161]]), tensor([[0.9327]]), tensor([[0.9387]]), tensor([[0.9587]]), tensor([[0.9615]]), tensor([[0.9688]]), tensor([[0.9775]]), tensor([[0.9820]]), tensor([[1.]]), tensor([[0.9948]]), tensor([[0.9832]]), tensor([[0.9876]]), tensor([[0.9826]]), tensor([[0.9789]]), tensor([[0.9698]]), tensor([[0.9684]]), tensor([[0.9649]]), tensor([[0.9577]]), tensor([[0.9587]]), tensor([[0.9559]]), tensor([[0.9541]]), tensor([[0.9566]]), tensor([[0.9538]]), tensor([[0.9512]]), tensor([[0.9491]]), tensor([[0.9473]]), tensor([[0.9459]]), tensor([[0.9461]]), tensor([[0.9459]]), tensor([[0.9431]]), tensor([[0.9344]])]",33,59
