,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
327,475,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,337,27," participant as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[","[' participant', ' as', ' artist', '.', ' A']","['s', ' a', ' result', ',', ' Gibson', '’s', ' works', ' often', ' depict', ' a', ' futuristic', ' world', ' where', ' capitalism', ' and', ' technology', ' intersect', ',', ' highlighting', ' the', ' ways', ' in']","[' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory', ' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[']",1.0,"s a result, Gibson’s works often depict a futuristic world where capitalism and technology intersect, highlighting the ways in which these forces shape society and individuals. His novels, such as ""Neuromancer"" and ""Pattern Recognition,"" are filled with themes"," number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[",tensor([[0.7938]]),27,"[tensor([[0.7831]]), tensor([[0.7606]]), tensor([[0.7516]]), tensor([[0.7624]]), tensor([[0.7396]]), tensor([[0.7546]]), tensor([[0.7670]]), tensor([[0.7648]]), tensor([[0.7665]]), tensor([[0.7712]]), tensor([[0.7645]]), tensor([[0.7660]]), tensor([[0.7885]]), tensor([[0.7890]]), tensor([[0.7790]]), tensor([[0.7842]]), tensor([[0.7794]]), tensor([[0.7855]]), tensor([[0.7785]]), tensor([[0.7796]]), tensor([[0.7826]]), tensor([[0.7798]]), tensor([[0.7805]]), tensor([[0.7791]]), tensor([[0.7764]]), tensor([[0.7787]]), tensor([[0.7938]]), tensor([[0.7888]]), tensor([[0.7907]]), tensor([[0.7841]]), tensor([[0.7796]]), tensor([[0.7872]]), tensor([[0.7797]]), tensor([[0.7886]]), tensor([[0.7877]]), tensor([[0.7813]]), tensor([[0.7807]]), tensor([[0.7817]]), tensor([[0.7828]])]",336,362,0.3033088235294117
329,478,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,445,34,", dematerialism, but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised","[',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.']","['In', ' Gibson', ""'s"", ' works', ',', ' we', ' see', ' a', ' fascination', ' with', ' the', ' intersection', ' of', ' technology', ',', ' society', ',', ' and', ' the', ' human', ' experience', '.', ' He']","[' D', 'err', 'ida', ' promotes', ' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised']",0.9565217391304348,"In Gibson's works, we see a fascination with the intersection of technology, society, and the human experience. He delves into the implications of a hyperconnected world, where individuals can be simultaneously more disconnected and yet more intertwined than ever before. This"," Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised",tensor([[0.7781]]),41,"[tensor([[0.7487]]), tensor([[0.7657]]), tensor([[0.7255]]), tensor([[0.7433]]), tensor([[0.7463]]), tensor([[0.7630]]), tensor([[0.7603]]), tensor([[0.7601]]), tensor([[0.7662]]), tensor([[0.7697]]), tensor([[0.7495]]), tensor([[0.7655]]), tensor([[0.7466]]), tensor([[0.7644]]), tensor([[0.7641]]), tensor([[0.7659]]), tensor([[0.7653]]), tensor([[0.7633]]), tensor([[0.7677]]), tensor([[0.7741]]), tensor([[0.7695]]), tensor([[0.7744]]), tensor([[0.7726]]), tensor([[0.7734]]), tensor([[0.7713]]), tensor([[0.7601]]), tensor([[0.7712]]), tensor([[0.7547]]), tensor([[0.7554]]), tensor([[0.7518]]), tensor([[0.7526]]), tensor([[0.7569]]), tensor([[0.7574]]), tensor([[0.7581]]), tensor([[0.7594]]), tensor([[0.7539]]), tensor([[0.7548]]), tensor([[0.7562]]), tensor([[0.7561]]), tensor([[0.7543]]), tensor([[0.7781]]), tensor([[0.7594]])]",444,477,0.3033088235294117
331,481,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,354,24,".
The primary theme of Buxton’s[3] critique of capitalist narrative is the stasis, and some would","['.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[']","[']', ' work', ' analyses', ' the', ' intersection', ' of', ' technology', ' and', ' society', ',', ' particularly', ' through', ' the', ' lens']","['3', ']', ' critique', ' of', ' capitalist', ' narrative', ' is', ' the', ' st', 'asis', ',', ' and', ' some', ' would']",0.9285714285714286,"] work analyses the intersection of technology and society, particularly through the lens of capitalism. By weaving together elements of cyberpunk with dystopian settings, Buxton challenges the reader to reflect on the consequences of a hyper-commercialized world driven by profit and","3] critique of capitalist narrative is the stasis, and some would",tensor([[0.8216]]),17,"[tensor([[0.7335]]), tensor([[0.7816]]), tensor([[0.7633]]), tensor([[0.7657]]), tensor([[0.7802]]), tensor([[0.7525]]), tensor([[0.7658]]), tensor([[0.7602]]), tensor([[0.7601]]), tensor([[0.7796]]), tensor([[0.7773]]), tensor([[0.7785]]), tensor([[0.7807]]), tensor([[0.7894]]), tensor([[0.7885]]), tensor([[0.8196]]), tensor([[0.8216]]), tensor([[0.8189]]), tensor([[0.8204]]), tensor([[0.8178]]), tensor([[0.8176]]), tensor([[0.8189]]), tensor([[0.8186]]), tensor([[0.8210]]), tensor([[0.8193]]), tensor([[0.8078]]), tensor([[0.8057]]), tensor([[0.8060]]), tensor([[0.8065]]), tensor([[0.8078]]), tensor([[0.8071]]), tensor([[0.8062]]), tensor([[0.8084]]), tensor([[0.8053]]), tensor([[0.8062]]), tensor([[0.8067]]), tensor([[0.7997]]), tensor([[0.7972]]), tensor([[0.7982]]), tensor([[0.7990]]), tensor([[0.7959]]), tensor([[0.7978]])]",353,376,0.3033088235294117
334,484,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,451,29," subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into","[' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes']","['the', ' use', ' of', ' de', 'construction', ' as', ' a', ' tool', ' to', ' reveal', ' the', ' underlying', ' structures', ' of', ' power', ' and', ' privilege', ' in', ' society', '.']","[' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into']",0.9,"the use of deconstruction as a tool to reveal the underlying structures of power and privilege in society. By examining language and texts closely, Derrida argues that we can uncover the hidden biases and assumptions that shape our understanding of the world. In Gibson"," the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into",tensor([[0.8864]]),19,"[tensor([[0.7575]]), tensor([[0.7878]]), tensor([[0.7963]]), tensor([[0.8121]]), tensor([[0.8724]]), tensor([[0.8855]]), tensor([[0.8861]]), tensor([[0.8649]]), tensor([[0.8710]]), tensor([[0.8592]]), tensor([[0.8678]]), tensor([[0.8661]]), tensor([[0.8635]]), tensor([[0.8683]]), tensor([[0.8671]]), tensor([[0.8699]]), tensor([[0.8720]]), tensor([[0.8763]]), tensor([[0.8864]]), tensor([[0.8826]]), tensor([[0.8809]]), tensor([[0.8764]]), tensor([[0.8741]]), tensor([[0.8742]]), tensor([[0.8728]]), tensor([[0.8660]]), tensor([[0.8534]]), tensor([[0.8525]]), tensor([[0.8532]]), tensor([[0.8486]]), tensor([[0.8470]]), tensor([[0.8476]]), tensor([[0.8458]]), tensor([[0.8429]]), tensor([[0.8426]]), tensor([[0.8415]]), tensor([[0.8422]]), tensor([[0.8400]]), tensor([[0.8412]]), tensor([[0.8368]]), tensor([[0.8369]]), tensor([[0.8372]]), tensor([[0.8433]]), tensor([[0.8401]]), tensor([[0.8355]])]",450,478,0.3033088235294117
336,487,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,273,24," in Melrose Place. Marx uses the term ‘capitalist narrative’ to denote not dematerialism, but predem","[' in', ' Mel', 'rose', ' Place', '.']","['G', 'ib', 'son', ""'s"", ' exploration', ' of', ' capitalism', ' goes', ' beyond', ' the', ' cyber', 'punk', ' genre', ' and', ' is', ' apparent', ' in', ' his', ' later']","[' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' dem', 'aterial', 'ism', ',', ' but', ' pred', 'em']",1.0,"Gibson's exploration of capitalism goes beyond the cyberpunk genre and is apparent in his later works as well. The themes of corporate power, wealth disparity, and technological advancements continue to be prevalent in his writing, shaping intricate and dystopian worlds."," Marx uses the term ‘capitalist narrative’ to denote not dematerialism, but predem",tensor([[0.8007]]),24,"[tensor([[0.7639]]), tensor([[0.6951]]), tensor([[0.7265]]), tensor([[0.7446]]), tensor([[0.7930]]), tensor([[0.7856]]), tensor([[0.7762]]), tensor([[0.7861]]), tensor([[0.7836]]), tensor([[0.7835]]), tensor([[0.7843]]), tensor([[0.7860]]), tensor([[0.7889]]), tensor([[0.7919]]), tensor([[0.7903]]), tensor([[0.7953]]), tensor([[0.7881]]), tensor([[0.7845]]), tensor([[0.7773]]), tensor([[0.7830]]), tensor([[0.7928]]), tensor([[0.7844]]), tensor([[0.7978]]), tensor([[0.8007]]), tensor([[0.7883]]), tensor([[0.7958]]), tensor([[0.7793]]), tensor([[0.7824]]), tensor([[0.7806]]), tensor([[0.7679]]), tensor([[0.7702]]), tensor([[0.7710]]), tensor([[0.7672]]), tensor([[0.7675]]), tensor([[0.7664]]), tensor([[0.7733]]), tensor([[0.7673]]), tensor([[0.7644]]), tensor([[0.7676]]), tensor([[0.7644]]), tensor([[0.7759]])]",272,295,0.3033088235294117
338,490,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,276,24," Place. Marx uses the term ‘capitalist narrative’ to denote not dematerialism, but predematerialism.
","[' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative']","['’', ' to', ' refer', ' to', ' the', ' stories', ',', ' beliefs', ',', ' and', ' ideologies', ' that', ' support', ' and']","['’', ' to', ' denote', ' not', ' dem', 'aterial', 'ism', ',', ' but', ' pred', 'em', 'aterial', 'ism', '.\n']",0.8571428571428571,"’ to refer to the stories, beliefs, and ideologies that support and perpetuate the capitalist economic system. In his works, Gibson explores how technology, corporate power, and the commodification of information shape society, reflecting the influence of the capitalist narrative on","’ to denote not dematerialism, but predematerialism.
",tensor([[0.8220]]),6,"[tensor([[0.7679]]), tensor([[0.8148]]), tensor([[0.7886]]), tensor([[0.8134]]), tensor([[0.8141]]), tensor([[0.8220]]), tensor([[0.7898]]), tensor([[0.8060]]), tensor([[0.8019]]), tensor([[0.8086]]), tensor([[0.8068]]), tensor([[0.8055]]), tensor([[0.8040]]), tensor([[0.8045]]), tensor([[0.8041]]), tensor([[0.7923]]), tensor([[0.7981]]), tensor([[0.7980]]), tensor([[0.7884]]), tensor([[0.7924]]), tensor([[0.7948]]), tensor([[0.7846]]), tensor([[0.7717]]), tensor([[0.7724]]), tensor([[0.7767]]), tensor([[0.7670]]), tensor([[0.7761]]), tensor([[0.7631]]), tensor([[0.7631]]), tensor([[0.7625]]), tensor([[0.7641]]), tensor([[0.7576]]), tensor([[0.7637]]), tensor([[0.7738]]), tensor([[0.7586]]), tensor([[0.7614]]), tensor([[0.7554]]), tensor([[0.7585]]), tensor([[0.7590]]), tensor([[0.7527]]), tensor([[0.7521]]), tensor([[0.7529]])]",275,298,0.3033088235294117
340,493,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,543,34," narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All","[' narrative', '.', ' The', ' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson']","['rev', 'olves', ' around', ' the', ' intersection', ' of', ' technology', ',', ' capitalism', ',', ' and', ' society', '.', ' Gibson', ""'s"", ' portrayal', ' of', ' a', ' future', ' where', ' technology', ' has', ' become', ' inse']","[' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All']",0.9166666666666666,"revolves around the intersection of technology, capitalism, and society. Gibson's portrayal of a future where technology has become inseparable from everyday life reflects a capitalist society driven by consumerism and the relentless pursuit of progress. His narrative often critiques the commodification"," is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All",tensor([[0.8670]]),14,"[tensor([[0.7422]]), tensor([[0.7713]]), tensor([[0.7715]]), tensor([[0.8095]]), tensor([[0.7529]]), tensor([[0.7770]]), tensor([[0.7606]]), tensor([[0.7961]]), tensor([[0.8067]]), tensor([[0.7953]]), tensor([[0.8611]]), tensor([[0.8640]]), tensor([[0.8647]]), tensor([[0.8670]]), tensor([[0.8568]]), tensor([[0.8601]]), tensor([[0.8523]]), tensor([[0.8528]]), tensor([[0.8532]]), tensor([[0.8538]]), tensor([[0.8548]]), tensor([[0.8526]]), tensor([[0.8523]]), tensor([[0.8491]]), tensor([[0.8514]]), tensor([[0.8591]]), tensor([[0.8567]]), tensor([[0.8568]]), tensor([[0.8558]]), tensor([[0.8575]]), tensor([[0.8573]]), tensor([[0.8594]]), tensor([[0.8588]]), tensor([[0.8574]]), tensor([[0.8581]]), tensor([[0.8587]]), tensor([[0.8618]]), tensor([[0.8590]]), tensor([[0.8598]]), tensor([[0.8507]]), tensor([[0.8539]]), tensor([[0.8499]])]",542,575,0.3033088235294117
342,496,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,602,39,"ist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective is capable of truth. Several theories concerning the role of the participant as","['ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It']","['is', ' in', ' these', ' moments', ' that', ' Gibson', ""'s"", ' capitalist', ' narrative', ' shines', ' most', ' brightly', ',', ' as', ' his', ' characters', ' navigate', ' a', ' world', ' where', ' corporate', ' power', ' and', ' influence', ' often', ' outweigh', ' governmental', ' control', '.', ' The', ' tension', ' between']","[' could', ' be', ' said', ' that', ' S', 'ont', 'ag', '’s', ' model', ' of', ' post', 'capital', 'ist', ' theory', ' states', ' that', ' the', ' collective', ' is', ' capable', ' of', ' truth', '.', ' Several', ' theories', ' concerning', ' the', ' role', ' of', ' the', ' participant', ' as']",1.0,"is in these moments that Gibson's capitalist narrative shines most brightly, as his characters navigate a world where corporate power and influence often outweigh governmental control. The tension between individual agency and corporate hegemony is a recurring theme in Gibson's works, reflecting the anx", could be said that Sontag’s model of postcapitalist theory states that the collective is capable of truth. Several theories concerning the role of the participant as,tensor([[0.7847]]),33,"[tensor([[0.7334]]), tensor([[0.7496]]), tensor([[0.7258]]), tensor([[0.7253]]), tensor([[0.7355]]), tensor([[0.7492]]), tensor([[0.7310]]), tensor([[0.7727]]), tensor([[0.7783]]), tensor([[0.7742]]), tensor([[0.7717]]), tensor([[0.7757]]), tensor([[0.7808]]), tensor([[0.7800]]), tensor([[0.7777]]), tensor([[0.7750]]), tensor([[0.7751]]), tensor([[0.7735]]), tensor([[0.7764]]), tensor([[0.7714]]), tensor([[0.7722]]), tensor([[0.7734]]), tensor([[0.7721]]), tensor([[0.7714]]), tensor([[0.7704]]), tensor([[0.7700]]), tensor([[0.7720]]), tensor([[0.7775]]), tensor([[0.7766]]), tensor([[0.7813]]), tensor([[0.7825]]), tensor([[0.7809]]), tensor([[0.7847]]), tensor([[0.7786]]), tensor([[0.7772]]), tensor([[0.7773]]), tensor([[0.7781]]), tensor([[0.7703]]), tensor([[0.7683]]), tensor([[0.7690]]), tensor([[0.7680]]), tensor([[0.7730]]), tensor([[0.7674]]), tensor([[0.7759]]), tensor([[0.7617]])]",601,639,0.3033088235294117
344,499,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,56,40," some would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but subdeconstruction.
However, if Sontagist camp holds,","[' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an', ' uses', ' the', ' term']","['""', 'objet', ' petit', ' a', '""', ' to', ' refer', ' to', ' this', ' elusive', ' object', ' of', ' desire', ' that', ' drives', ' characters', ' in', ' the', ' capitalist', ' narrative', ' to', ' always', ' seek', ' more', ',', ' never']","[' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but', ' sub', 'de', 'construction', '.\n', 'However', ',', ' if', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',']",0.9615384615384616,"""objet petit a"" to refer to this elusive object of desire that drives characters in the capitalist narrative to always seek more, never feeling truly satisfied with what they have. In Gibson's works, this concept becomes apparent in the characters' relentless pursuit of"," ‘capitalist narrative’ to denote not deconstruction, but subdeconstruction.
However, if Sontagist camp holds,",tensor([[0.8476]]),19,"[tensor([[0.7814]]), tensor([[0.7781]]), tensor([[0.7722]]), tensor([[0.7986]]), tensor([[0.7965]]), tensor([[0.8018]]), tensor([[0.7943]]), tensor([[0.8088]]), tensor([[0.8074]]), tensor([[0.7930]]), tensor([[0.7951]]), tensor([[0.8020]]), tensor([[0.8030]]), tensor([[0.8013]]), tensor([[0.8069]]), tensor([[0.8049]]), tensor([[0.8031]]), tensor([[0.8398]]), tensor([[0.8476]]), tensor([[0.8469]]), tensor([[0.8458]]), tensor([[0.8417]]), tensor([[0.8406]]), tensor([[0.8348]]), tensor([[0.8338]]), tensor([[0.8328]]), tensor([[0.8297]]), tensor([[0.8297]]), tensor([[0.8284]]), tensor([[0.8302]]), tensor([[0.8364]]), tensor([[0.8288]]), tensor([[0.8241]]), tensor([[0.8249]]), tensor([[0.8203]]), tensor([[0.8231]]), tensor([[0.8201]]), tensor([[0.8192]]), tensor([[0.8178]]), tensor([[0.8190]]), tensor([[0.8225]]), tensor([[0.8140]]), tensor([[0.8135]]), tensor([[0.8135]])]",55,94,0.3033088235294117
346,502,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,247,28," role of the writer as poet. However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Mel","[' role', ' of', ' the', ' writer', ' as', ' poet', '.', ' However']","[',', ' Gibson', ""'s"", ' works', ' also', ' often', ' raise', ' questions', ' about', ' the', ' impact', ' of', ' corporate', ' power', ' and', ' capitalism', ' on', ' society', ',', ' exploring']","[',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp', 'elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel']",0.95,", Gibson's works also often raise questions about the impact of corporate power and capitalism on society, exploring themes of technological control, surveillance, and the commodification of human experience. In this way, the writer as poet in Gibson's works serves to not",", the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Mel",tensor([[0.8109]]),2,"[tensor([[0.7569]]), tensor([[0.8109]]), tensor([[0.7675]]), tensor([[0.7718]]), tensor([[0.7892]]), tensor([[0.7885]]), tensor([[0.7928]]), tensor([[0.7831]]), tensor([[0.7848]]), tensor([[0.7883]]), tensor([[0.7858]]), tensor([[0.7873]]), tensor([[0.7783]]), tensor([[0.7679]]), tensor([[0.7672]]), tensor([[0.7594]]), tensor([[0.7599]]), tensor([[0.7594]]), tensor([[0.7553]]), tensor([[0.7478]]), tensor([[0.7468]]), tensor([[0.7487]]), tensor([[0.7552]]), tensor([[0.7468]]), tensor([[0.7383]]), tensor([[0.7425]]), tensor([[0.7417]]), tensor([[0.7444]]), tensor([[0.7444]]), tensor([[0.7473]]), tensor([[0.7497]]), tensor([[0.7452]]), tensor([[0.7497]]), tensor([[0.7477]]), tensor([[0.7512]]), tensor([[0.7525]]), tensor([[0.7533]]), tensor([[0.7548]]), tensor([[0.7571]]), tensor([[0.7571]]), tensor([[0.7526]]), tensor([[0.7566]]), tensor([[0.7604]])]",246,273,0.3033088235294117
349,505,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,371,31," the stasis, and some would say the meaninglessness, of predialectic sexual identity. Therefore, Scuglia[4] holds that the works","[' the', ' st', 'asis', ',', ' and', ' some']","['characters', ' adapt', ' to', ' it', ',', ' navigating', ' through', ' the', ' per', 'ils', ' of', ' the', ' cyber', ' world', '.', ' In', ' his', ' novels', ',', ' Gibson', ' skill', 'fully', ' explores', ' the', ' complexities']","[' would', ' say', ' the', ' meaning', 'lessness', ',', ' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',', ' Sc', 'ug', 'lia', '[', '4', ']', ' holds', ' that', ' the', ' works']",0.96,"characters adapt to it, navigating through the perils of the cyber world. In his novels, Gibson skillfully explores the complexities of power dynamics, the consequences of unchecked capitalism, and the blurred lines between human and machine. Through his vivid and gritty writing"," would say the meaninglessness, of predialectic sexual identity. Therefore, Scuglia[4] holds that the works",tensor([[0.7832]]),11,"[tensor([[0.7734]]), tensor([[0.7606]]), tensor([[0.7577]]), tensor([[0.7633]]), tensor([[0.7763]]), tensor([[0.7713]]), tensor([[0.7766]]), tensor([[0.7794]]), tensor([[0.7784]]), tensor([[0.7825]]), tensor([[0.7832]]), tensor([[0.7746]]), tensor([[0.7591]]), tensor([[0.7742]]), tensor([[0.7738]]), tensor([[0.7677]]), tensor([[0.7686]]), tensor([[0.7677]]), tensor([[0.7514]]), tensor([[0.7566]]), tensor([[0.7531]]), tensor([[0.7552]]), tensor([[0.7518]]), tensor([[0.7656]]), tensor([[0.7531]]), tensor([[0.7494]]), tensor([[0.7506]]), tensor([[0.7584]]), tensor([[0.7667]]), tensor([[0.7502]]), tensor([[0.7531]]), tensor([[0.7498]]), tensor([[0.7499]]), tensor([[0.7499]]), tensor([[0.7484]]), tensor([[0.7559]]), tensor([[0.7656]]), tensor([[0.7551]]), tensor([[0.7573]]), tensor([[0.7562]]), tensor([[0.7572]]), tensor([[0.7468]]), tensor([[0.7450]])]",370,400,0.3033088235294117
351,508,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,161,34,"med, although, he affirms capitalist narrative.
In a sense, Debord uses the term ‘Sontagist camp’ to denote the meaninglessness of conceptualist","['med', ',', ' although', ',', ' he', ' aff', 'irms', ' capitalist', ' narrative', '.\n', 'In', ' a', ' sense', ',', ' Deb']","['In', ' a', ' sense', ',', ' Gibson', ""'s"", ' portrayal', ' of', ' capitalism', ' is', ' a', ' critique', ' of', ' its', ' impact', ' on', ' society', ',', ' highlighting']","['ord', ' uses', ' the', ' term', ' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’', ' to', ' denote', ' the', ' meaning', 'lessness', ' of', ' conceptual', 'ist']",1.0,"In a sense, Gibson's portrayal of capitalism is a critique of its impact on society, highlighting the power dynamics, inequality, and detachment it can create. Through his works, he delves into the consequences of unchecked corporate control, surveillance capitalism, and",ord uses the term ‘Sontagist camp’ to denote the meaninglessness of conceptualist,tensor([[0.7799]]),1,"[tensor([[0.7799]]), tensor([[0.7690]]), tensor([[0.7726]]), tensor([[0.7798]]), tensor([[0.7506]]), tensor([[0.7441]]), tensor([[0.7489]]), tensor([[0.7627]]), tensor([[0.7523]]), tensor([[0.7532]]), tensor([[0.7715]]), tensor([[0.7689]]), tensor([[0.7672]]), tensor([[0.7681]]), tensor([[0.7673]]), tensor([[0.7613]]), tensor([[0.7612]]), tensor([[0.7649]]), tensor([[0.7592]]), tensor([[0.7623]]), tensor([[0.7582]]), tensor([[0.7535]]), tensor([[0.7540]]), tensor([[0.7567]]), tensor([[0.7530]]), tensor([[0.7614]]), tensor([[0.7531]]), tensor([[0.7547]]), tensor([[0.7537]]), tensor([[0.7520]]), tensor([[0.7471]]), tensor([[0.7480]]), tensor([[0.7502]]), tensor([[0.7469]]), tensor([[0.7484]]), tensor([[0.7542]]), tensor([[0.7483]]), tensor([[0.7548]]), tensor([[0.7493]]), tensor([[0.7568]]), tensor([[0.7505]])]",160,193,0.3033088235294117
353,511,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,238,26," essay on Sontagist camp is the role of the writer as poet. However, the masculine/feminine distinction intrinsic to","[' essay', ' on', ' S', 'ont', 'ag', 'ist', ' camp', ' is', ' the', ' role', ' of', ' the', ' writer']","['The', ' role', ' of', ' the', ' writer', ' in', ' S', 'ont', 'ag', 'ist', ' camp', ' is', ' multif']","[' as', ' poet', '.', ' However', ',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to']",1.0,"The role of the writer in Sontagist camp is multifaceted and complex. One of the key aspects is the writer's ability to deconstruct traditional narratives and challenge societal norms through their work. By adopting a camp sensibility, writers can"," as poet. However, the masculine/feminine distinction intrinsic to",tensor([[0.8224]]),17,"[tensor([[0.7696]]), tensor([[0.7991]]), tensor([[0.7963]]), tensor([[0.8154]]), tensor([[0.8112]]), tensor([[0.8186]]), tensor([[0.8212]]), tensor([[0.8011]]), tensor([[0.7932]]), tensor([[0.7909]]), tensor([[0.8032]]), tensor([[0.8071]]), tensor([[0.8073]]), tensor([[0.8207]]), tensor([[0.8197]]), tensor([[0.8215]]), tensor([[0.8224]]), tensor([[0.8201]]), tensor([[0.8133]]), tensor([[0.8123]]), tensor([[0.8127]]), tensor([[0.8006]]), tensor([[0.8050]]), tensor([[0.7995]]), tensor([[0.8057]]), tensor([[0.8008]]), tensor([[0.8024]]), tensor([[0.8000]]), tensor([[0.8016]]), tensor([[0.8014]]), tensor([[0.8011]]), tensor([[0.8027]]), tensor([[0.8110]]), tensor([[0.8104]]), tensor([[0.8024]]), tensor([[0.8051]]), tensor([[0.7985]]), tensor([[0.8124]]), tensor([[0.8031]]), tensor([[0.8002]])]",237,262,0.3033088235294117
